code,name,district,region,percentage_pass,national_rank,candidates_last,number_pass_last,percentage_pass_last,national_rank_last,school_type,ownership,ward,number_enrolled,number_teaching_staff,number_non_teaching_staff_by_school,number_non_teaching_staff_by_govt,candidates,number_pass,percentage_pass_change,longitude,latitude,Location
PS0705-037,Kiruweni Primary School,Rombo,Kilimanjaro,85,2262,72,45,62.5,1729,primary,government,Olele,533,8,2,,60,51,22.5,37.5924445,-3.111857,"(-3.111857, 37.5924445)"
PS0705-038,Kisale Primary School,Rombo,Kilimanjaro,85.71428571,1900,55,36,65.45454545,1346,primary,government,Msaranga,384,8,2,,42,36,20.25974026,37.612412737,-3.1367736783,"(-3.1367736783, 37.612412737)"
PS0705-039,Kiseeni Primary School,Rombo,Kilimanjaro,57.69230769,6291,55,22,40,4428,primary,government,Aleni,315,8,2,,52,30,17.69230769,37.6137888673,-3.2314159452,"(-3.2314159452, 37.6137888673)"
PS0705-040,Kitero Primary School,Rombo,Kilimanjaro,86.36363636,2415,38,16,42.10526316,2436,primary,government,Mrere,278,7,2,,44,38,44.25837321,37.5820996209,-3.1306279984,"(-3.1306279984, 37.5820996209)"
PS0705-041,Kitirima Primary School,Rombo,Kilimanjaro,45.09803922,9924,48,11,22.91666667,7038,primary,government,Kitirima,403,10,2,,51,23,22.18137255,37.577799558,-3.0830493543,"(-3.0830493543, 37.577799558)"
PS0705-042,Kitongoria Primary School,Rombo,Kilimanjaro,58.82352941,6004,50,12,24,6626,primary,government,Marangu,419,8,2,,51,30,34.82352941,37.6470057385,-3.1247989937,"(-3.1247989937, 37.6470057385)"
PS0705-043,Kiungu Primary School,Rombo,Kilimanjaro,46.42857143,9038,48,17,35.41666667,5816,primary,government,Mamsera,423,10,2,,56,26,11.01190476,37.612258737,-3.2712452383,"(-3.2712452383, 37.612258737)"
PS0705-044,Kiungwe Primary School,Rombo,Kilimanjaro,48.64864865,8115,34,10,29.41176471,4168,primary,government,Keryo,318,6,2,,37,18,19.23688394,37.614154285,-3.1669933061,"(-3.1669933061, 37.614154285)"
PS0705-045,Kiura Primary School,Rombo,Kilimanjaro,44.11764706,6509,45,14,31.11111111,5319,primary,,,,,,,34,15,13.00653595,37.6174080029,-3.0661886809,"(-3.0661886809, 37.6174080029)"
PS0705-046,Kwaikuru Primary School,Rombo,Kilimanjaro,78.125,3739,44,13,29.54545455,6829,primary,government,Shimbi,261,8,2,,32,25,48.57954545,37.5843812,-3.2258673,"(-3.2258673, 37.5843812)"
PS0705-047,Kwaktau Primary School,Rombo,Kilimanjaro,74.07407407,3743,50,23,46,3287,primary,government,Mengeni,317,10,2,,27,20,28.07407407,37.5985778,-3.2342711,"(-3.2342711, 37.5985778)"
PS0705-048,Kwalamahondo Primary School,Rombo,Kilimanjaro,97.05882353,1235,41,34,82.92682927,1402,primary,government,Kingachi,349,10,2,,34,33,14.13199426,37.624108114,-3.0822783664,"(-3.0822783664, 37.624108114)"
PS0705-049,Kwamboko Primary School,Rombo,Kilimanjaro,81.39534884,3371,52,23,44.23076923,2844,primary,government,Kirongo,317,9,2,,43,35,37.16457961,37.6111464683,-3.1006487173,"(-3.1006487173, 37.6111464683)"
PS0705-050,Kwamwera Primary School,Rombo,Kilimanjaro,57.14285714,5310,47,21,44.68085106,2493,primary,government,Ushiri,28,9,2,,42,24,12.46200608,37.5815813334,-3.1811214229,"(-3.1811214229, 37.5815813334)"
PS0705-051,Kwanakuya Primary School,Rombo,Kilimanjaro,72.22222222,3964,36,23,63.88888889,2069,primary,government,Olele,261,9,2,,36,26,8.333333333,,,
PS0705-052,Kwandele Primary School,Rombo,Kilimanjaro,75.67567568,3303,59,40,67.79661017,1811,primary,government,Shimbi,517,8,2,,74,56,7.879065506,37.6289111,-3.2142521,"(-3.2142521, 37.6289111)"
PS0705-053,Kwangao Primary School,Rombo,Kilimanjaro,75.80645161,3118,63,42,66.66666667,1574,primary,government,Mokala,378,13,2,,62,47,9.139784946,37.6062188348,-3.1867083641,"(-3.1867083641, 37.6062188348)"
PS0705-054,Kwasondo Primary School,Rombo,Kilimanjaro,51.51515152,5249,30,14,46.66666667,3619,primary,government,Shimbi,197,8,2,,33,17,4.848484849,37.5860969,-3.2149713,"(-3.2149713, 37.5860969)"
PS0705-055,Machame-aleni Primary School,Rombo,Kilimanjaro,80.85106383,2074,47,23,48.93617021,3424,primary,,,,,,,47,38,31.91489362,37.5968310338,-3.2285345685,"(-3.2285345685, 37.5968310338)"
PS0705-056,Mahaa Primary School,Rombo,Kilimanjaro,73.52941176,2767,39,20,51.28205128,2888,primary,government,Kelamfua,321,15,2,,34,25,22.24736048,37.581235026,-3.190906832,"(-3.190906832, 37.581235026)"
PS0705-057,Mahaheni Primary School,Rombo,Kilimanjaro,48.27586207,7221,31,11,35.48387097,5247,primary,government,Mrere,241,8,2,,29,14,12.7919911,37.5775933152,-3.1429491857,"(-3.1429491857, 37.5775933152)"
PS0705-058,Maharo Primary School,Rombo,Kilimanjaro,66.66666667,4893,44,29,65.90909091,1517,primary,government,Makiidi,364,13,2,,42,28,0.757575758,,,
PS0705-059,Mahorosha Primary School,Rombo,Kilimanjaro,97.6744186,1946,34,24,70.58823529,1560,primary,government,Msaranga,300,11,2,,43,42,27.08618331,37.6620510952,-3.1378515739,"(-3.1378515739, 37.6620510952)"
PS0705-061,Makaeni Primary School,Rombo,Kilimanjaro,83.33333333,2930,38,34,89.47368421,848,primary,government,Keni,136,8,2,,18,15,-6.140350877,37.6319751358,-3.1561456381,"(-3.1561456381, 37.6319751358)"
PS0705-062,Mamba Primary School,Rombo,Kilimanjaro,37.09677419,9179,65,11,16.92307692,8283,primary,government,Samanga,409,8,2,,62,23,20.17369727,37.5852050346,-3.1026672802,"(-3.1026672802, 37.5852050346)"
PS0705-063,Mamonjo Primary School,Rombo,Kilimanjaro,84.84848485,1807,39,23,58.97435897,2189,primary,government,Kingachi,407,9,2,,33,28,25.87412587,37.6094109848,-3.0791479304,"(-3.0791479304, 37.6094109848)"
PS0705-064,Manda Primary School,Rombo,Kilimanjaro,80.76923077,3101,39,26,66.66666667,1892,primary,government,Manda,218,6,2,,26,21,14.1025641,37.6143520653,-3.2473800415,"(-3.2473800415, 37.6143520653)"
PS0705-065,Mashati Primary School,Rombo,Kilimanjaro,75,3117,43,20,46.51162791,3687,primary,government,Mrere,371,8,2,,40,30,28.48837209,37.6031468628,-3.1423959318,"(-3.1423959318, 37.6031468628)"
PS0705-066,Masho Primary School,Rombo,Kilimanjaro,93.87755102,1846,54,32,59.25925926,1828,primary,government,Shimbi,310,9,2,,49,46,34.61829176,37.5949764,-3.2161051,"(-3.2161051, 37.5949764)"
PS0705-067,Maureni Primary School,Rombo,Kilimanjaro,81.13207547,3024,67,31,46.26865672,3415,primary,government,Makiidi,351,11,2,,53,43,34.86341876,,,
PS0705-068,Mawanda Primary School,Rombo,Kilimanjaro,71.42857143,3882,32,12,37.5,3728,primary,government,Mahida,154,9,2,,21,15,33.92857143,37.6148352068,-3.3341614314,"(-3.3341614314, 37.6148352068)"
PS0705-069,Mawanda-mkei Primary School,Rombo,Kilimanjaro,55.17241379,6187,33,4,12.12121212,11142,primary,,,,,,,29,16,43.05120167,37.630028606,-3.3257533724,"(-3.3257533724, 37.630028606)"
PS0705-070,Mawelisa Primary School,Rombo,Kilimanjaro,77.27272727,3198,45,32,71.11111111,1801,primary,government,Makiidi,290,12,2,,44,34,6.161616162,,,
PS0705-071,Maweni Pr. School,Rombo,Kilimanjaro,61.76470588,5809,39,18,46.15384615,3324,primary,,,,,,,34,21,15.61085973,37.5996517924,-3.2516014892,"(-3.2516014892, 37.5996517924)"
PS0705-072,Maweteta Primary School,Rombo,Kilimanjaro,62.5,5541,36,14,38.88888889,4056,primary,government,Samanga,277,9,2,,40,25,23.61111111,37.6580926537,-3.0947762771,"(-3.0947762771, 37.6580926537)"
PS0705-073,Mbalangasheni Primary School,Rombo,Kilimanjaro,64.28571429,4782,38,19,50,2628,primary,government,Ikuini,217,13,2,,42,27,14.28571429,37.5786997132,-3.1762516358,"(-3.1762516358, 37.5786997132)"
PS0705-074,Mbomai-juu Primary School,Rombo,Kilimanjaro,38.0952381,7897,47,23,48.93617021,2679,primary,,,,,,,42,16,-10.84093212,,,
PS0705-075,Mbomai-kati Primary School,Rombo,Kilimanjaro,47.82608696,7550,74,16,21.62162162,6945,primary,,,,,,,69,33,26.20446533,,,
PS0705-076,Mengwe Primary School,Rombo,Kilimanjaro,70.37037037,4313,94,38,40.42553191,4137,primary,government,Mengwe,399,12,2,,54,38,29.94483846,37.6051918535,-3.2537798305,"(-3.2537798305, 37.6051918535)"
PS0705-077,Mforo Primary School,Rombo,Kilimanjaro,54.54545455,6445,52,13,25,7109,primary,government,Kitowo,307,10,2,,44,24,29.54545455,37.6259129525,-3.112986597,"(-3.112986597, 37.6259129525)"
PS0705-078,Mharu Primary School,Rombo,Kilimanjaro,69.23076923,4754,46,27,58.69565217,2546,primary,government,Makiidi,320,15,2,,39,27,10.53511706,,,
PS0705-079,Mkokyama Primary School,Rombo,Kilimanjaro,70.73170732,4830,48,16,33.33333333,3848,primary,government,Msaranga,378,10,2,,41,29,37.39837398,37.6123858399,-3.1367012874,"(-3.1367012874, 37.6123858399)"
PS0705-080,Mkovanda Primary School,Rombo,Kilimanjaro,75.67567568,3812,48,36,75,1655,primary,government,Keryo,314,9,2,,37,28,0.675675676,37.601272705,-3.1646153606,"(-3.1646153606, 37.601272705)"
PS0705-081,Mlembea Primary School,Rombo,Kilimanjaro,65.51724138,5581,27,3,11.11111111,10250,primary,government,Olele,239,9,2,,29,19,54.40613027,37.6048598791,-3.1125066219,"(-3.1125066219, 37.6048598791)"
PS0705-082,Mmomwe Primary School,Rombo,Kilimanjaro,51.2195122,7944,33,11,33.33333333,4109,primary,government,Keryo,219,9,2,,41,21,17.88617886,37.6346251812,-3.1663151155,"(-3.1663151155, 37.6346251812)"
PS0705-083,Mokala Primary School,Rombo,Kilimanjaro,52.80898876,8076,63,21,33.33333333,5502,primary,government,Mokala,403,13,2,,89,47,19.47565543,,,
PS0705-084,Mokombero Primary School,Rombo,Kilimanjaro,59.72222222,6095,55,24,43.63636364,4088,primary,government,Motamburu,386,11,2,,72,43,16.08585859,37.5530140955,-2.9876359866,"(-2.9876359866, 37.5530140955)"
PS0705-085,Motamburu-chini Primary School,Rombo,Kilimanjaro,34.72222222,9257,65,23,35.38461538,4664,primary,,,,,,,72,25,-0.662393162,,,
PS0705-086,Mreyai Primary School,Rombo,Kilimanjaro,34,8881,60,29,48.33333333,2439,primary,government,Kahe,299,12,2,,50,17,-14.33333333,37.5989638228,-3.0527518349,"(-3.0527518349, 37.5989638228)"
PS0705-087,Mriti Primary School,Rombo,Kilimanjaro,57.31707317,5837,46,22,47.82608696,3334,primary,government,Mahida,726,8,2,,82,47,9.490986214,37.6070765913,-3.2964536529,"(-3.2964536529, 37.6070765913)"
PS0705-088,Msangai Primary School,Rombo,Kilimanjaro,43.10344828,8002,50,4,8,9878,primary,government,Reha,392,11,2,,58,25,35.10344828,37.5767145174,-3.0394002936,"(-3.0394002936, 37.5767145174)"
PS0705-089,Msuu Primary School,Rombo,Kilimanjaro,55.35714286,6378,65,20,30.76923077,5622,primary,government,Mamsera,364,9,2,,56,31,24.58791209,37.5966017813,-3.257774498,"(-3.257774498, 37.5966017813)"
PS0705-090,Mtemboni Primary School,Rombo,Kilimanjaro,62.06896552,5132,70,31,44.28571429,3380,primary,government,Aleni,345,12,2,,87,54,17.78325123,37.6375358761,-3.2244296941,"(-3.2244296941, 37.6375358761)"
PS0705-091,Mterini Primary School,Rombo,Kilimanjaro,62.5,6054,35,11,31.42857143,4952,primary,government,Mahida,220,18,2,,32,20,31.07142857,37.6085402864,-3.3180716858,"(-3.3180716858, 37.6085402864)"
PS0705-092,Mtikome Primary School,Rombo,Kilimanjaro,58.49056604,5933,59,20,33.89830508,4951,primary,government,Kingachi,358,9,2,,53,31,24.59226095,37.6157372028,-3.0711428502,"(-3.0711428502, 37.6157372028)"
PS0705-093,Mtimhoo Primary School,Rombo,Kilimanjaro,35.41666667,9577,66,21,31.81818182,5363,primary,government,Msaranga,381,7,2,,48,17,3.598484849,37.6506858693,-3.1457689708,"(-3.1457689708, 37.6506858693)"
PS0705-094,Nayeme Primary School,Rombo,Kilimanjaro,51.06382979,7777,41,16,39.02439024,4080,primary,government,Reha,436,11,2,,47,24,12.03943954,37.5830590488,-3.0101503858,"(-3.0101503858, 37.5830590488)"
PS0705-095,Nduweni Primary School,Rombo,Kilimanjaro,41.46341463,7771,55,10,18.18181818,5882,primary,government,Motamburu,316,11,2,,41,17,23.28159645,37.5530382674,-3.0103278604,"(-3.0103278604, 37.5530382674)"
PS0705-096,Ngoyoni Primary School,Rombo,Kilimanjaro,35.71428571,9795,28,5,17.85714286,7796,primary,government,Ngoyoni,220,6,2,,56,20,17.85714286,37.6386896016,-3.2633676786,"(-3.2633676786, 37.6386896016)"
PS0705-097,Njamta Primary School,Rombo,Kilimanjaro,29.26829268,9782,47,30,63.82978723,2348,primary,government,Mrere,282,10,2,,41,12,-34.56149455,37.6019998029,-3.1321381017,"(-3.1321381017, 37.6019998029)"
PS0705-098,Olele Primary School,Rombo,Kilimanjaro,88.23529412,1733,41,30,73.17073171,1304,primary,government,Kitowo,304,8,2,,34,30,15.06456241,37.6104029033,-3.1188359935,"(-3.1188359935, 37.6104029033)"
PS0705-099,Rima Primary School,Rombo,Kilimanjaro,95.55555556,1357,63,27,42.85714286,3875,primary,government,Keni,321,15,2,,45,43,52.6984127,37.5953745242,-3.1480019902,"(-3.1480019902, 37.5953745242)"
PS0705-100,Rongai Primary School,Rombo,Kilimanjaro,74.07407407,2837,70,49,70,1499,primary,government,Kitendeni,523,14,2,,54,40,4.074074074,37.4662855068,-2.9350003456,"(-2.9350003456, 37.4662855068)"
PS0705-101,Roya Primary School,Rombo,Kilimanjaro,45.97701149,6780,75,40,53.33333333,2287,primary,government,Mengeni,506,12,2,,87,40,-7.356321839,37.5912009067,-3.2395788726,"(-3.2395788726, 37.5912009067)"
PS0705-102,Samanga Primary School,Rombo,Kilimanjaro,50,7242,113,22,19.46902655,8738,primary,government,Samanga,533,12,2,,74,37,30.53097345,37.5785112943,-3.0958479417,"(-3.0958479417, 37.5785112943)"
PS0705-103,Shimbi Primary School,Rombo,Kilimanjaro,74.19354839,3773,53,21,39.62264151,4086,primary,government,Shimbi,378,11,2,,62,46,34.57090688,37.6098982,-3.2206297,"(-3.2206297, 37.6098982)"
PS0705-104,Tanya Primary School,Rombo,Kilimanjaro,67.39130435,5286,51,8,15.68627451,10807,primary,government,Mamsera,285,8,2,,46,31,51.70502984,37.6343218577,-3.285801006,"(-3.285801006, 37.6343218577)"
PS0705-105,Tavarini Primary School,Rombo,Kilimanjaro,67.9245283,5989,61,26,42.62295082,4416,primary,government,Kitowo,406,8,2,,53,36,25.30157748,37.625514218,-3.1290399555,"(-3.1290399555, 37.625514218)"
PS0705-106,Ubaa Primary School,Rombo,Kilimanjaro,88.37209302,1800,59,34,57.62711864,2182,primary,government,Ikuini,370,10,2,,43,38,30.74497438,37.5961854114,-3.1872825652,"(-3.1872825652, 37.5961854114)"
PS0705-107,Ubetu Primary School,Rombo,Kilimanjaro,38.70967742,9569,88,28,31.81818182,6220,primary,government,Kahe,654,14,2,,93,36,6.891495601,37.5892654704,-3.0595585129,"(-3.0595585129, 37.5892654704)"
PS0705-108,Udangeni Primary School,Rombo,Kilimanjaro,46.80851064,8307,52,23,44.23076923,4871,primary,government,Mamsera,338,11,2,,47,22,2.577741408,37.6229005856,-3.293608673,"(-3.293608673, 37.6229005856)"
PS0705-110,Urauri Primary School,Rombo,Kilimanjaro,47.36842105,7699,42,15,35.71428571,4487,primary,government,Reha,348,11,2,,57,27,11.65413534,37.5802442998,-3.0300983953,"(-3.0300983953, 37.5802442998)"
PS0705-111,Uruwa Primary School,Rombo,Kilimanjaro,71.11111111,2942,57,19,33.33333333,4737,primary,government,Mengeni,312,4,2,,45,32,37.77777778,,,
PS0705-112,Ushiri Primary School,Rombo,Kilimanjaro,71.83098592,4330,74,36,48.64864865,3314,primary,government,Ikuini,436,10,2,,71,51,23.18233727,37.5955093108,-3.1749090177,"(-3.1749090177, 37.5955093108)"
PS0705-113,Usseri Primary School,Rombo,Kilimanjaro,65.30612245,5093,46,28,60.86956522,2037,primary,government,Kingachi,457,9,2,,49,32,4.436557232,37.5965808448,-3.0794928217,"(-3.0794928217, 37.5965808448)"
PS0705-114,Uwa Primary School,Rombo,Kilimanjaro,57.44680851,7584,62,16,25.80645161,7952,primary,government,Mahida,384,11,2,,47,27,31.6403569,37.6010867402,-3.2875637048,"(-3.2875637048, 37.6010867402)"
PS0705-115,Wama Primary School,Rombo,Kilimanjaro,22.53521127,12515,105,18,17.14285714,8136,primary,government,Ubetu,752,17,2,,142,32,5.392354125,37.5611969979,-3.0518606464,"(-3.0518606464, 37.5611969979)"
PS0705-116,Woka Primary School,Rombo,Kilimanjaro,70.37037037,3228,31,7,22.58064516,6486,primary,government,Keni,234,7,2,,27,19,47.78972521,37.6180222952,-3.1541644816,"(-3.1541644816, 37.6180222952)"
PS0705-117,Reha Primary School,Rombo,Kilimanjaro,63.15789474,5406,35,14,40,5744,primary,government,Reha,296,8,2,,38,24,23.15789474,37.6053827714,-3.0354311904,"(-3.0354311904, 37.6053827714)"
PS0705-118,Ibukoni Primary School,Rombo,Kilimanjaro,65.95744681,4373,47,18,38.29787234,4689,primary,government,Mokala,290,12,2,,47,31,27.65957447,37.6515828375,-3.1896903701,"(-3.1896903701, 37.6515828375)"
PS0705-120,Kitukuni Primary School,Rombo,Kilimanjaro,53.48837209,4694,46,27,58.69565217,2100,primary,government,Mengwe,331,10,2,,43,23,-5.207280081,37.6215307662,-3.262168447,"(-3.262168447, 37.6215307662)"
PS0705-121,Mkuini Primary School,Rombo,Kilimanjaro,54.76190476,6305,40,13,32.5,4357,primary,government,Aleni,200,8,2,,42,23,22.26190476,37.6812429779,-3.2231126947,"(-3.2231126947, 37.6812429779)"
PS0705-122,Nessae Primary School,Rombo,Kilimanjaro,39.0625,9295,88,43,48.86363636,2783,primary,,,,,,,64,25,-9.801136364,37.6194307836,-3.039175596,"(-3.039175596, 37.6194307836)"
PS0705-123,Simbalo Primary School,Rombo,Kilimanjaro,82.75862069,2566,25,11,44,2796,primary,government,Mrere,139,10,2,,29,24,38.75862069,37.632731117,-3.1491190896,"(-3.1491190896, 37.632731117)"
PS0705-124,Kamwanga Primary School,Rombo,Kilimanjaro,78.125,5976,35,19,54.28571429,2413,primary,government,Motamburu,237,9,2,,32,25,23.83928571,37.3724582954,-2.891060823,"(-2.891060823, 37.3724582954)"
PS0705-125,Boma Primary School,Rombo,Kilimanjaro,90.47619048,1449,47,34,72.34042553,1296,primary,government,Mokala,277,15,2,,42,38,18.13576494,37.6234616901,-3.1913714311,"(-3.1913714311, 37.6234616901)"
PS0705-126,Horombo Primary School,Rombo,Kilimanjaro,37.77777778,8986,34,10,29.41176471,6755,primary,government,Ngoyoni,267,7,2,,45,17,8.366013072,37.6389776812,-3.2632776253,"(-3.2632776253, 37.6389776812)"
PS0705-128,Kirai Primary School,Rombo,Kilimanjaro,69.64285714,4705,63,37,58.73015873,2003,primary,government,Shimbi,392,13,2,,56,39,10.91269841,37.6156101,-3.222157,"(-3.222157, 37.6156101)"
PS0705-129,Klasara Primary School,Rombo,Kilimanjaro,50.98039216,5983,40,20,50,2854,primary,government,Tarakea,338,10,2,,51,26,0.980392157,,,
PS0705-130,Kwalamtongi Primary School,Rombo,Kilimanjaro,40,10095,49,9,18.36734694,5875,primary,government,Kitowo,267,9,2,,45,18,21.63265306,37.6257516797,-3.1124618084,"(-3.1124618084, 37.6257516797)"
PS0705-131,Lekemberia Primary School,Rombo,Kilimanjaro,85.36585366,3079,38,21,55.26315789,1741,primary,government,Samanga,346,9,2,,41,35,30.10269576,37.658092972,-3.0945230297,"(-3.0945230297, 37.658092972)"
PS0705-132,Lesoroma Primary School,Rombo,Kilimanjaro,39.70588235,8462,77,21,27.27272727,5143,primary,government,Kingachi,454,10,2,,68,27,12.43315508,37.5897901866,-3.071090703,"(-3.071090703, 37.5897901866)"
PS0705-133,Lokoro Primary School,Rombo,Kilimanjaro,52.43902439,5362,67,26,38.80597015,3393,primary,government,Kitendeni,494,13,2,,82,43,13.63305424,37.5336141464,-2.9707067295,"(-2.9707067295, 37.5336141464)"
PS0705-134,Malambura Primary School,Rombo,Kilimanjaro,23.52941176,10340,36,14,38.88888889,4884,primary,government,Samanga,335,6,2,,34,8,-15.35947712,37.6224492402,-3.0919175794,"(-3.0919175794, 37.6224492402)"
PS0705-135,Malowa Primary School,Rombo,Kilimanjaro,78.37837838,3812,42,11,26.19047619,5245,primary,government,Mamsera,292,10,2,,37,29,52.18790219,37.6230447543,-3.2934732069,"(-3.2934732069, 37.6230447543)"
PS0705-136,Marieni Primary School,Rombo,Kilimanjaro,37.73584906,10097,41,19,46.34146341,3688,primary,government,Kahe,457,5,2,,53,20,-8.605614358,37.6165501742,-3.0545835829,"(-3.0545835829, 37.6165501742)"
PS0705-137,Mashima Primary School,Rombo,Kilimanjaro,31.11111111,11483,45,17,37.77777778,3878,primary,government,Kahe,349,8,2,,45,14,-6.666666667,37.5991255297,-3.0529329335,"(-3.0529329335, 37.5991255297)"
PS0705-138,Mengeni Primary School,Rombo,Kilimanjaro,60.52631579,6336,30,14,46.66666667,3531,primary,government,Kitowo,281,8,2,,38,23,13.85964912,37.6100162083,-3.1186907707,"(-3.1186907707, 37.6100162083)"
PS0705-139,Mhaka Primary School,Rombo,Kilimanjaro,30.76923077,10204,66,14,21.21212121,8293,primary,government,Reha,531,10,2,,65,20,9.557109557,37.6053468429,-3.035385922,"(-3.035385922, 37.6053468429)"
PS0705-140,Mlambai Primary School,Rombo,Kilimanjaro,82.85714286,3316,23,21,91.30434783,797,primary,government,Shimbi,183,9,2,,35,29,-8.447204969,37.6521322,-3.2031222,"(-3.2031222, 37.6521322)"
PS0705-141,Mokoro Primary School,Rombo,Kilimanjaro,56.41025641,6625,53,10,18.86792453,8701,primary,government,Kingachi,288,9,2,,39,22,37.54233188,,,
PS0705-142,Msaranga Primary School,Rombo,Kilimanjaro,45.76271186,7958,75,18,24,6415,primary,government,Msaranga,403,8,2,,59,27,21.76271186,37.6506148057,-3.1450543607,"(-3.1450543607, 37.6506148057)"
PS0705-143,Msinga Primary School,Rombo,Kilimanjaro,48.71794872,6204,42,16,38.0952381,3833,primary,government,Kingachi,402,11,2,,39,19,10.62271062,37.5777725793,-3.0830402739,"(-3.0830402739, 37.5777725793)"
PS0705-144,Nanjara Primary School,Rombo,Kilimanjaro,33.92857143,10663,55,22,40,3602,primary,government,Nanjara,548,14,2,,56,19,-6.071428571,37.5666355171,-3.0210723496,"(-3.0210723496, 37.5666355171)"
PS0705-145,Ngaleku Primary School,Rombo,Kilimanjaro,58.18181818,4925,57,31,54.38596491,2603,primary,government,Reha,485,11,2,,55,32,3.79585327,37.5825293058,-3.0093447525,"(-3.0093447525, 37.5825293058)"
PS0705-146,Sumaye Primary School,Rombo,Kilimanjaro,38.29787234,9860,52,15,28.84615385,6572,primary,government,Mengwe,318,9,2,,47,18,9.451718494,37.6215311478,-3.2618880711,"(-3.2618880711, 37.6215311478)"
PS0705-147,Tarakea Primary School,Rombo,Kilimanjaro,59.5505618,5290,92,37,40.2173913,4087,primary,government,Motamburu,614,14,2,,89,53,19.33317049,37.5579135868,-2.9902019636,"(-2.9902019636, 37.5579135868)"
